url,length_url,length_hostname,ip,nb_dots,nb_qm,nb_eq,nb_slash,nb_www,ratio_digits_url,ratio_digits_host,tld_in_subdomain,prefix_suffix,shortest_word_host,shortest_word_path,nb_hyperlinks,domain_age,google_index,status
http://wave.progressfilm.co.uk/time3/?logon=myposte,51,23,False,3,1,1,4,0,0.0196078431372549,0.0,False,True,2,5,0,13,Indexed,phishing
https://www.chiefarchitect.com/,31,22,False,2,0,0,3,1,0.0,0.0,False,True,3,0,111,25,Indexed,legitimate
http://www.ktplasmachinery.com/cs/,34,23,False,2,0,0,4,1,0.0,0.0,False,True,3,2,0,10,Not Indexed,phishing
http://www.2345daohang.com/,27,19,False,2,0,0,3,1,0.14814814814814814,0.21052631578947367,False,True,3,0,0,0,Indexed,legitimate
http://www.game.co.uk/en/games/nintendo-switch/nintendo-switch/,63,14,False,3,0,0,7,1,0.0,0.0,False,True,2,8,0,26,Indexed,legitimate
https://blog.hubspot.com/marketing/email-open-click-rate-benchmark,66,16,False,2,0,0,4,0,0.0,0.0,False,True,3,9,158,18,Indexed,legitimate
http://sophie-world.com/games/port-and-starboard,48,16,False,1,0,0,4,0,0.0,0.0,False,True,3,9,54,12,Indexed,legitimate
http://www.crestonwood.com/router.php,37,19,False,3,0,0,3,1,0.0,0.0,False,True,3,6,0,14,Not Indexed,legitimate
https://polarklimatsgserver.blogspot.com/,41,32,False,2,0,0,3,0,0.0,0.0,False,True,3,0,26,0,Not Indexed,phishing
http://rgipt.ac.in,18,11,False,2,0,0,2,0,0.0,0.0,False,False,2,0,69,15,Indexed,legitimate
http://www.mutuo.it,19,12,False,2,0,0,2,1,0.0,0.0,False,False,2,0,12,23,Indexed,legitimate
https://www.astrologyonline.eu/Astro_MemoNew/Profilo.asp,56,22,False,3,0,0,4,1,0.0,0.0,False,True,2,13,13,None,Indexed,legitimate
https://technofizi.net/top-best-mp3-downloader-app-for-android-free-music-download/,83,14,False,1,0,0,4,0,0.012048192771084338,0.0,False,True,3,10,175,7,Indexed,legitimate
https://www.missfiga.com/,25,16,False,2,0,0,3,1,0.0,0.0,False,True,3,0,0,8,Not Indexed,legitimate
http://wave.progressfilm.co.uk/time3/?logon=myposte,51,23,False,3,1,1,4,0,0.0196078431372549,0.0,False,True,2,5,0,13,Indexed,phishing
https://www.chiefarchitect.com/,31,22,False,2,0,0,3,1,0.0,0.0,False,True,3,0,111,25,Indexed,legitimate
http://www.ktplasmachinery.com/cs/,34,23,False,2,0,0,4,1,0.0,0.0,False,True,3,2,0,10,Not Indexed,phishing
http://www.2345daohang.com/,27,19,False,2,0,0,3,1,0.14814814814814814,0.21052631578947367,False,True,3,0,0,0,Indexed,legitimate
http://www.game.co.uk/en/games/nintendo-switch/nintendo-switch/,63,14,False,3,0,0,7,1,0.0,0.0,False,True,2,8,0,26,Indexed,legitimate
https://blog.hubspot.com/marketing/email-open-click-rate-benchmark,66,16,False,2,0,0,4,0,0.0,0.0,False,True,3,9,158,18,Indexed,legitimate
http://sophie-world.com/games/port-and-starboard,48,16,False,1,0,0,4,0,0.0,0.0,False,True,3,9,54,12,Indexed,legitimate
https://www.provenancevineyards.com/,36,27,False,2,0,0,3,1,0.0,0.0,False,True,3,0,31,22,Indexed,legitimate
http://www.online-tech-tips.com/computer-tips/how-to-change-mac-address/,72,24,False,2,0,0,5,1,0.0,0.0,False,True,3,8,308,16,Indexed,legitimate
http://www.enkiquotes.com/,26,18,False,2,0,0,3,1,0.0,0.0,False,True,3,0,47,6,Indexed,legitimate
https://answers.yahoo.com/question/index?qid=20060914152716AAZTOSo,66,17,False,2,1,1,4,0,0.21212121212121213,0.0,False,True,3,8,205,28,Indexed,legitimate
https://www.chiostrodelbramante.it/,35,26,False,2,0,0,3,1,0.0,0.0,False,True,2,0,45,24,Indexed,legitimate
http://yummy-cummy-in-my-tummy.tumblr.com,41,34,False,2,0,0,2,0,0.0,0.0,False,False,2,0,76,17,Not Indexed,legitimate
http://www.j-net.cn/cms,23,12,False,2,0,0,3,1,0.0,0.0,False,True,1,3,110,10,Indexed,legitimate
http://press-preview.weebly.com,31,24,False,2,0,0,2,0,0.0,0.0,False,False,3,0,152,17,Indexed,legitimate
http://vufd.hyperphp.com/amzn,29,17,False,2,0,0,3,0,0.0,0.0,False,True,3,4,0,16,Not Indexed,phishing
http://www.courgeon-immobilier.fr/wp-content/uploads/2019/07/tpg/9ac6ba30463d0fb7974c06843717284c/,98,26,False,2,0,0,9,1,0.29591836734693877,0.0,False,True,2,32,40,9,Not Indexed,phishing
http://taccs.hu,15,8,False,1,0,0,2,0,0.0,0.0,False,False,2,0,10,None,Indexed,legitimate
http://wiki.openstreetmap.org/wiki/Databases_and_data_access_APIs,65,22,False,2,0,0,4,0,0.0,0.0,False,True,3,30,262,18,Indexed,legitimate
https://grassform-my.sharepoint.com/:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,131,27,False,2,1,1,7,0,0.030534351145038167,0.0,False,True,2,46,3,24,Not Indexed,phishing
https://www.merriam-webster.com/dictionary/tabloid,50,23,False,2,0,0,4,1,0.0,0.0,False,True,3,10,150,24,Indexed,legitimate
https://www.123formbuilder.com/form-4850478/,44,22,False,2,0,0,4,1,0.22727272727272727,0.13636363636363635,False,True,3,7,5,10,Not Indexed,phishing
http://phan.thuchao.free.fr/Hao/YouTube/ba.htm,46,20,False,4,0,0,5,0,0.0,0.0,False,True,2,7,0,24,Not Indexed,phishing
https://ru.wikipedia.org/wiki/MultiMedia_Card,45,16,False,2,0,0,4,0,0.0,0.0,False,True,2,15,249,22,Indexed,legitimate
http://www.nakamistrad.com/aa/test.php,38,19,False,3,0,0,4,1,0.0,0.0,False,True,3,4,1,1,Not Indexed,phishing
http://searchnetworking.techtarget.com/tip/Comparisons-of-coaxial-cable-fiber-optic-cable-and-twisted-pair-cable,112,31,False,2,0,0,4,0,0.0,0.0,False,True,3,11,118,23,Not Indexed,legitimate
https://sites.google.com/site/ilyasdxih,39,16,False,2,0,0,4,0,0.0,0.0,False,True,3,9,6,25,Not Indexed,phishing
http://support.brother.com/g/s/id/pdf_pub/faq/faq002478/en/Scan_To_FTP.pdf,74,19,False,3,0,0,10,0,0.08108108108108109,0.0,False,True,3,11,0,28,Indexed,legitimate
http://www.excel-easy.com/examples/shortest-path-problem.html,61,18,False,3,0,0,4,1,0.0,0.0,False,True,3,8,44,12,Indexed,legitimate
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,88,24,False,7,0,0,4,0,0.0,0.0,False,True,3,10,6,25,Not Indexed,phishing
http://stattrek.com/statistics/dictionary.aspx?definition=standard%20error,74,12,False,2,1,1,4,0,0.02702702702702703,0.0,False,True,3,10,122,18,Not Indexed,legitimate
http://www.bobsplans.com/FreeDownloads/RouterTable.pdf,54,17,False,3,0,0,4,1,0.0,0.0,False,True,3,13,47,20,Not Indexed,legitimate
https://en.wikipedia.org/wiki/NIC_Bank,38,16,False,2,0,0,4,0,0.0,0.0,False,True,2,8,341,22,Not Indexed,legitimate
http://www.history.com/topics/american-civil-war/gettysburg-address,67,15,False,2,0,0,5,1,0.0,0.0,False,True,3,10,102,28,Indexed,legitimate
http://remontka.pro/mac-address/,32,12,False,1,0,0,4,0,0.0,0.0,False,True,3,7,138,10,Indexed,legitimate
http://www.motoincontroepoca.com/blog/profile/,46,25,False,2,0,0,5,1,0.0,0.0,False,True,3,7,0,1,Not Indexed,phishing
https://en.wikipedia.org/wiki/Gateway,37,16,False,2,0,0,4,0,0.0,0.0,False,True,2,7,195,22,Indexed,legitimate
http://elexusbettgiris4.blogspot.com,36,29,False,2,0,0,2,0,0.027777777777777776,0.034482758620689655,False,False,3,0,7,0,Not Indexed,phishing
https://twitter.com/mimosagrillclt,34,11,False,1,0,0,3,0,0.0,0.0,False,True,3,14,6,23,Indexed,legitimate
http://www.calculate.co.il/,27,19,False,3,0,0,3,1,0.0,0.0,False,True,2,0,91,None,Indexed,legitimate
http://www.whio.com/news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/,102,12,False,2,0,0,7,1,0.058823529411764705,0.0,False,True,3,22,149,26,Indexed,legitimate
https://www.markspcsolution.com/,32,23,False,2,0,0,3,1,0.0,0.0,False,True,3,0,295,9,Indexed,legitimate
https://www.mummyandmini.com/,29,20,False,2,0,0,3,1,0.0,0.0,False,True,3,0,212,7,Indexed,legitimate
https://www.showplaceicon.com/Browsing/Cinemas/Details/8863,59,21,False,2,0,0,6,1,0.06779661016949153,0.0,False,True,3,8,107,13,Indexed,legitimate
http://securityxploded.com/router-password-kracker.php,54,19,False,2,0,0,3,0,0.0,0.0,False,True,3,8,157,16,Indexed,legitimate
http://www.ilovefreesoftware.com/16/featured/5-best-free-network-packet-sniffer.html,84,25,False,3,0,0,5,1,0.03571428571428571,0.0,False,True,3,8,97,14,Indexed,legitimate
https://apshop.vn/,18,9,False,1,0,0,3,0,0.0,0.0,False,True,2,0,1132,None,Indexed,legitimate
https://www.facebook.com/thekeyboardcat,39,16,False,2,0,0,3,1,0.0,0.0,False,True,3,14,0,26,Indexed,legitimate
https://www.soul-flower.com/,28,19,False,2,0,0,3,1,0.0,0.0,False,True,3,0,121,23,Indexed,legitimate
http://www.tech-faq.com/mms.html,32,16,False,3,0,0,3,1,0.0,0.0,False,True,3,4,122,19,Indexed,legitimate
http://sniz.porn,16,9,False,1,0,0,2,0,0.0,0.0,False,False,4,0,213,None,Indexed,legitimate
http://enerclim.com/cs/,23,12,False,1,0,0,4,0,0.0,0.0,False,True,3,2,0,14,Not Indexed,phishing
http://www.inquirelive.co.uk/,29,21,False,3,0,0,3,1,0.0,0.0,False,True,2,0,2,1,Indexed,legitimate
https://www.wordnik.com/words/blackletter,41,15,False,2,0,0,4,1,0.0,0.0,False,True,3,11,60,15,Indexed,legitimate
https://bit.ly/2E6D7J1,22,6,False,1,0,0,3,0,0.18181818181818182,0.0,False,True,2,7,2,15,Not Indexed,phishing
https://www.gadgetzone.com.my/,30,21,False,3,0,0,3,1,0.0,0.0,False,True,2,0,0,None,Indexed,legitimate
http://smallbusiness.chron.com/enabling-google-chrome-menu-bar-78783.html,73,23,False,3,0,0,3,0,0.0684931506849315,0.0,False,True,3,8,78,33,Indexed,legitimate
http://www.aegisit.net/dhl/DHL%20REVENGE%20BY%20ALIBOBO/,56,15,False,2,0,0,5,1,0.10714285714285714,0.0,False,True,3,9,0,10,Not Indexed,phishing
https://coderwall.com/p/kvzbpa/don-t-use-array-foreach-use-for-instead,70,13,False,1,0,0,5,0,0.0,0.0,False,True,3,7,98,12,Indexed,legitimate
http://afriquelemou.free.fr/templates/rhuk_milkyway/sdnconconsadf.html,70,20,False,3,0,0,5,0,0.0,0.0,True,True,2,13,0,24,Not Indexed,phishing
http://www.wealthdaily.com/articles/nokia-stock/2147,52,19,False,2,0,0,5,1,0.07692307692307693,0.0,False,True,3,8,59,16,Unknown,legitimate
https://www.emploi-petrole.com/,31,22,False,2,0,0,3,1,0.0,0.0,False,True,3,0,121,17,Unknown,legitimate
https://www.lovetheedit.com/postnewo/www.dropbox.com/1223/e7728ac72ee30a7cca85feca45595c67,90,19,False,4,0,0,6,2,0.24444444444444444,0.0,False,True,3,32,1,8,Unknown,phishing
http://dic.academic.ru/dic.nsf/ruwiki/1425594,45,15,False,3,0,0,5,0,0.15555555555555556,0.0,False,True,2,7,274,22,Unknown,legitimate
http://www.biology4kids.com/files/cell2_activetran.html,55,20,False,3,0,0,4,1,0.03636363636363636,0.05,False,True,3,16,61,23,Unknown,legitimate
https://drive.google.com/file/d/1u7ag3FepresW0JRZehtrU5hLGGltMq6P/view?usp=sharing/,83,16,False,2,1,1,7,0,0.07228915662650602,0.0,False,True,3,33,1,25,Unknown,phishing
http://www.kuchyne-volf.com/obrazky/dinds/alibaba/index/,56,20,False,2,0,0,7,1,0.0,0.0,False,True,3,7,23,19,Unknown,phishing
https://www.namecheap.com/domains/registration.aspx,51,17,False,3,0,0,4,1,0.0,0.0,False,True,3,12,259,22,Unknown,legitimate
https://security.radware.com/ddos-knowledge-center/DDoSPedia/command-and-control-server/,88,20,False,2,0,0,6,0,0.0,0.0,False,True,3,9,1,24,Unknown,legitimate
https://www.iconfinder.com/icons/858729/computer_mouse_icon_computer_mouse_line_icon_mouse_mouse_icon_mouse_line_icon_icon,122,18,False,2,0,0,5,1,0.04918032786885246,0.0,False,True,3,82,251,19,Unknown,legitimate
http://www.audioenglish.org/dictionary/resolution.htm,53,20,False,3,0,0,4,1,0.0,0.0,False,True,3,10,133,10,Unknown,legitimate
http://artemisbetguncel.blogspot.com,36,29,False,2,0,0,2,0,0.0,0.0,False,False,3,0,7,0,Unknown,phishing
http://www.speedcamupdates.com/,31,23,False,2,0,0,3,1,0.0,0.0,False,True,3,0,35,13,Unknown,legitimate
https://www.parkwhiz.com/p/new-york-parking/map/,48,16,False,2,0,0,6,1,0.0,0.0,False,True,3,7,99,17,Unknown,legitimate
http://www.routeralley.com/guides/nat.pdf,41,19,False,3,0,0,4,1,0.0,0.0,False,True,3,6,0,17,Unknown,legitimate
http://barbo.sk,15,8,False,1,0,0,2,0,0.0,0.0,False,False,2,0,0,13,Unknown,legitimate
http://www.vpi.us/cat5-5e-6-standards.html,42,10,False,3,0,0,3,1,0.07142857142857142,0.0,False,True,2,9,2739,21,Unknown,legitimate
http://fitnessista.com/the-perfect-protein-pancake/,51,15,False,1,0,0,4,0,0.0,0.0,False,True,3,7,185,14,Unknown,legitimate
http://animaldiversity.org/accounts/Mus_musculus/,49,19,False,1,0,0,5,0,0.0,0.0,False,True,3,12,169,24,Unknown,legitimate
https://eye-lucir.com/?d=,25,13,False,1,1,1,3,0,0.0,0.0,False,True,3,0,27,10,Unknown,phishing
https://www.walmart.com/c/ep/cat6-ethernet-cables,49,15,False,2,0,0,5,1,0.02040816326530612,0.0,False,True,3,8,6,28,Unknown,legitimate
http://science.howstuffworks.com/warp-speed2.htm,48,25,False,3,0,0,3,0,0.020833333333333332,0.0,False,True,3,6,118,24,Unknown,legitimate
http://www.srnonline.com/show-clocks,36,17,False,2,0,0,3,1,0.0,0.0,False,True,3,6,143,23,Unknown,legitimate
https://www.metal-supply.dk/,28,19,False,2,0,0,3,1,0.0,0.0,False,True,2,0,253,20,Unknown,legitimate
https://www.slideshare.net/ashamsvk/project-report-on-digital-media-marketing,77,18,False,2,0,0,4,1,0.0,0.0,False,True,3,9,194,17,Unknown,legitimate
http://www.metalinjection.net/reviews/album-review-lord-mantis-death-mask,73,22,False,2,0,0,4,1,0.0,0.0,False,True,3,7,209,19,Unknown,legitimate
https://www.youtube.com/user/PING,33,15,False,2,0,0,4,1,0.0,0.0,False,True,3,4,14,18,Unknown,legitimate
http://www.instohelp.com/assets_flight/libs/bootstrap/cmcst-wl.html,67,17,False,3,0,0,6,1,0.0,0.0,False,True,3,13,0,7,Unknown,phishing
https://www.workiva.com/,24,15,False,2,0,0,3,1,0.0,0.0,False,True,3,0,128,9,Unknown,legitimate
https://www.jobchannel.ch/,26,17,False,2,0,0,3,1,0.0,0.0,False,True,2,0,165,None,Unknown,legitimate
https://fas.org/sgp/crs/misc/R42078.pdf,39,7,False,2,0,0,6,0,0.1282051282051282,0.0,False,True,3,6,0,28,Unknown,legitimate
http://rockysite.net/mobile/Login-Acc.php,41,13,False,2,0,0,4,0,0.0,0.0,False,True,3,6,1,8,Unknown,phishing
https://safirbetgiristikla.blogspot.com/,40,31,False,2,0,0,3,0,0.0,0.0,False,True,3,0,7,0,Unknown,phishing
http://www.matrixlab-examples.com/line-segment.html,51,26,False,3,0,0,3,1,0.0,0.0,False,True,3,7,34,14,Unknown,legitimate
https://www.computerhope.com/jargon/p/paraport.htm,50,20,False,3,0,0,5,1,0.0,0.0,False,True,3,8,72,24,Unknown,legitimate
http://cartetitolare-it.www1.biz/portaleTitolares15/,52,25,False,2,0,0,4,1,0.057692307692307696,0.04,False,True,2,18,0,21,Unknown,phishing
http://creditiperhabbogratissicuro100.blogspot.it/2011/02/habbo-crediti-gratis-sicuro-100.html,94,42,False,3,0,0,5,0,0.1276595744680851,0.07142857142857142,True,True,2,7,23,None,Unknown,phishing
http://bangla.plus,18,11,False,1,0,0,2,0,0.0,0.0,False,False,4,0,46,None,Unknown,legitimate
https://visitor.constantcontact.com/manage/update/genemail?v=001MDKVK-KV0oGx0m9pen7VfbkCi3JbQH6CxWt2KJR3Sl7ocoW5oVQfUoZzmwKGQRldBj3DIQx_njBG0dZpWmiUe3pcjeVlJWx69PrGVPLH5iJhUKaVM_65A10roateFGYI76L1_HFN7Js=,204,27,False,2,1,2,5,0,0.1323529411764706,0.0,False,True,3,8,0,24,Unknown,phishing
https://storage.cloud.google.com/user517497679326978.appspot.com/index.html#samsnow@tjsnow.com,94,24,False,7,0,0,4,0,0.1595744680851064,0.0,False,True,3,19,6,25,Unknown,phishing
https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiC2P6hqevYAhWBqaQKHbbxA4cQFggqMAA&url=http%3A%2F%2Fwww.skatteetaten.no%2Fen%2Fperson%2F&usg=AOvVaw27Bb-ElBmjNVWBcdUaMcxg,210,14,False,4,1,11,3,2,0.06666666666666667,0.0,False,True,3,3,0,25,Unknown,phishing
https://norecipes.com/japanese-curry-scratch,44,13,False,1,0,0,3,0,0.0,0.0,False,True,3,8,111,16,Unknown,legitimate
http://doc.google.share.pressurecookerindia.com/clients/?7777772e646f632e676f6f676c652e73686172652e7072657373757265636f6f6b6572696e6469612e636f6d.php=,150,40,False,5,1,1,4,0,0.4866666666666667,0.0,False,True,3,7,1,14,Unknown,phishing
http://www.scancity.am/tmp/ibxolb/ibxolb/login/index-html/login/,64,15,False,2,0,0,9,1,0.0,0.0,False,True,2,6,17,None,Unknown,phishing
https://www.intouchcrm.co.uk/app/settings/signupforms/v/Hosted.aspx?s=F01B6C73-FF67-42B2-A0FC-CB6D6A8F026A,106,20,False,4,1,1,7,1,0.16037735849056603,0.0,False,True,2,11,0,15,Unknown,phishing
https://bologna.babyloweb.eu/info/,34,20,False,2,0,0,4,0,0.0,0.0,False,True,2,4,22,None,Unknown,phishing
https://en.wikipedia.org/wiki/Incorporation_of_the_Bill_of_Rights,65,16,False,2,0,0,4,0,0.0,0.0,False,True,2,35,825,22,Unknown,legitimate
http://www.cnc-club.ru/forum/index.php,38,15,False,3,0,0,4,1,0.0,0.0,False,True,2,5,180,13,Unknown,legitimate
https://www.colgate.com/en-us/products/enamel-health,52,15,False,2,0,0,5,1,0.0,0.0,False,True,3,8,185,28,Unknown,legitimate
https://estacaoxxx.wordpress.com/,33,24,False,2,0,0,3,0,0.0,0.0,False,True,3,0,106,23,Unknown,legitimate
http://careers.stateuniversity.com/pages/100000947/Search-Engines-Future-User-Preferences-Artificial-Intelligence.html,118,27,False,3,0,0,5,0,0.07627118644067797,0.0,False,True,3,12,12,22,Unknown,legitimate
http://energo-investment.hu,27,20,False,1,0,0,2,0,0.0,0.0,False,False,2,0,162,None,Unknown,legitimate
http://grouper.ieee.org/groups/802/3/10G_study/public/july99/azadet_1_0799.pdf,78,16,False,3,0,0,9,0,0.16666666666666666,0.0,False,True,3,13,0,33,Unknown,legitimate
http://hello-d4cdd.firebaseapp.com/,35,27,False,2,0,0,3,0,0.02857142857142857,0.037037037037037035,False,True,3,0,1,0,Unknown,phishing
http://www.vogella.com/tutorials/JavaAlgorithmsDijkstra/article.html,68,15,False,3,0,0,5,1,0.0,0.0,False,True,3,22,92,12,Unknown,legitimate
https://en.wikipedia.org/wiki/Medium_shot,41,16,False,2,0,0,4,0,0.0,0.0,False,True,2,11,304,22,Unknown,legitimate
https://en.wikipedia.org/wiki/Walnut_Creek_CDROM,48,16,False,2,0,0,4,0,0.0,0.0,False,True,2,18,229,22,Unknown,legitimate
http://www.nicaraguafood.org/,29,21,False,2,0,0,3,1,0.0,0.0,False,True,3,0,74,13,Unknown,legitimate
https://www.handshq.com/,24,15,False,2,0,0,3,1,0.0,0.0,False,True,3,0,79,11,Unknown,legitimate
https://www.w3schools.com/jsreF/jsref_obj_date.asp,50,17,False,3,0,0,4,1,0.02,0.058823529411764705,False,True,3,14,1693,23,Unknown,legitimate
https://www.kia.com/cz/dealer/pemmbrno/,39,11,False,2,0,0,6,1,0.0,0.0,False,True,3,8,257,26,Unknown,legitimate
http://www.liveatspencer68.com/,31,23,False,2,0,0,3,1,0.06451612903225806,0.08695652173913043,False,True,3,0,39,9,Unknown,legitimate
https://www.ablebits.com/office-addins-blog/2014/05/15/excel-insert-hyperlink/,78,16,False,2,0,0,8,1,0.10256410256410256,0.0,False,True,3,9,209,19,Unknown,legitimate
https://www.haciserif.com.tr/,29,20,False,3,0,0,3,1,0.0,0.0,False,True,2,0,0,12,Unknown,legitimate
https://www.alterego.gr/,24,15,False,2,0,0,3,1,0.0,0.0,False,True,2,0,133,None,Unknown,legitimate
https://www.sportsengine.com/solutions/,39,20,False,2,0,0,4,1,0.0,0.0,False,True,3,9,150,19,Unknown,legitimate
http://bakeri-net.blogfa.com,28,21,False,2,0,0,2,0,0.0,0.0,False,False,3,0,98,19,Unknown,legitimate
http://www.wikireality.ru/wiki/Keyboard_Cat,43,18,False,2,0,0,4,1,0.0,0.0,False,True,2,12,891,14,Unknown,legitimate
http://www.grafikerler.org/,27,19,False,2,0,0,3,1,0.0,0.0,False,True,3,0,183,15,Unknown,legitimate
http://techland.time.com/2011/03/15/south-by-southwest-interactive-the-dawn-of-location-based-gaming/,101,17,False,2,0,0,7,0,0.07920792079207921,0.0,False,True,3,11,119,29,Unknown,legitimate
http://www.choose-piano-lessons.com/electronic-keyboard.html,60,28,False,3,0,0,3,1,0.0,0.0,False,True,3,10,44,11,Unknown,legitimate
http://www.ghbook.ir/index.php?lang=fa,38,13,False,3,1,1,3,1,0.0,0.0,False,True,2,5,309,None,Unknown,legitimate
https://www.ourbaku.com/index.php/%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0,137,15,False,3,0,0,4,1,0.26277372262773724,0.0,False,True,3,5,123,14,Unknown,legitimate
https://bit.ly/39vDK97,22,6,False,1,0,0,3,0,0.18181818181818182,0.0,False,True,2,7,28,15,Unknown,phishing
http://computer.howstuffworks.com/bittorrent1.htm,49,26,False,3,0,0,3,0,0.02040816326530612,0.0,True,True,3,11,68,24,Unknown,legitimate
